,num_sims,round,experiment,horizon,electrophile_id,ligand_name,nucleophile_id,yield
0,0.0,0.0,0.0,0.0,e5,Cy-DavePhos,nF,0.03313108332432727
1,0.0,1.0,0.0,1.0,e4,A-caPhos,nG,0.029990371767592245
2,0.0,2.0,0.0,2.0,e1,PnBu3 HBF4,nB,0.005892158794976363
3,0.0,3.0,0.0,3.0,e10,PPh3,nI,0.6602505435133692
4,0.0,4.0,0.0,4.0,e4,PPh3,nA,0.08894444044781374
5,0.0,5.0,0.0,5.0,e5,CX-FBu,nE,0.034021070951704015
6,0.0,6.0,0.0,6.0,e2,BrettPhos,nA,0.4002350326194897
7,0.0,7.0,0.0,7.0,e9,JackiePhos,nA,0.4878435591523317
8,0.0,8.0,0.0,8.0,e10,CX-PICy,nB,0.2511008312299279
9,0.0,9.0,0.0,9.0,e7,PPhMe2,nF,0.0
10,0.0,10.0,0.0,10.0,e2,P(fur)3,nD,0.8273907264709449
11,0.0,11.0,0.0,11.0,e10,Cy-BippyPhos,nG,0.2525135394449507
12,0.0,12.0,0.0,12.0,e3,PCy3 HBF4,nB,0.006581360557928457
13,0.0,13.0,0.0,13.0,e3,CgMe-PPh,nC,0.5573433814229866
14,0.0,14.0,0.0,14.0,e1,P(o-Anis)3,nB,0.11943131203109891
15,0.0,15.0,0.0,15.0,e10,PPhMe2,nA,0.6773210798547121
16,0.0,16.0,0.0,16.0,e7,"P(3,5-CF3-Ph)3",nB,0.14407814391298038
17,0.0,17.0,0.0,17.0,e9,MeO-KITPHOS,nA,0.3102142356694695
18,0.0,18.0,0.0,18.0,e2,Et-PhenCar-Phos,nI,0.6430834035717605
19,0.0,19.0,0.0,19.0,e10,tBPh-CPhos,nD,1.0
20,0.0,20.0,0.0,20.0,e2,Cy-vBRIDP,nE,0.13496463293382222
21,0.0,21.0,0.0,21.0,e1,tBPh-CPhos,nC,0.20431204836192307
22,0.0,22.0,0.0,22.0,e7,Ph-PhenCar-Phos,nA,0.20865958976807292
23,0.0,23.0,0.0,23.0,e2,CgMe-PPh,nA,0.6670880102879697
24,0.0,24.0,0.0,24.0,e5,P(fur)3,nE,0.1658371632512746
25,0.0,25.0,0.0,25.0,e10,PPhtBu2,nE,0.07462037360807186
26,0.0,26.0,0.0,26.0,e9,tBPh-CPhos,nF,0.9724754898127265
27,0.0,27.0,0.0,27.0,e7,Kwong,nC,0.618033573890117
28,0.0,28.0,0.0,28.0,e10,PCy3 HBF4,nI,0.2597424074177721
29,0.0,29.0,0.0,29.0,e7,P(fur)3,nA,0.15917780258602543
30,0.0,30.0,0.0,30.0,e9,MeO-KITPHOS,nI,0.37369206432045404
31,0.0,31.0,0.0,31.0,e7,CX-FBu,nE,0.001217827266805761
32,0.0,32.0,0.0,32.0,e5,PPh2Me,nD,0.8364467095225078
33,0.0,33.0,0.0,33.0,e4,PPh2Me,nE,0.0
34,0.0,34.0,0.0,34.0,e9,Et-PhenCar-Phos,nG,0.46505962614221114
35,0.0,35.0,0.0,35.0,e3,PPhMe2,nA,0.3195986379275633
36,0.0,36.0,0.0,36.0,e9,tBPh-CPhos,nB,0.15300473080796315
37,0.0,37.0,0.0,37.0,e7,PPh2Me,nB,0.022176359893621114
38,0.0,38.0,0.0,38.0,e10,X-Phos,nD,0.9917865678194812
39,0.0,39.0,0.0,39.0,e1,JackiePhos,nG,0.16044985000151907
40,0.0,40.0,0.0,40.0,e4,CgMe-PPh,nD,0.08321089559018727
41,0.0,41.0,0.0,41.0,e9,Kwong,nI,0.4493156931018429
42,0.0,42.0,0.0,42.0,e3,P(fur)3,nE,0.09598414323281666
43,0.0,43.0,0.0,43.0,e5,Kwong,nF,0.007071092684467668
44,0.0,44.0,0.0,44.0,e4,BrettPhos,nE,0.020587634820407864
45,0.0,45.0,0.0,45.0,e1,X-Phos,nC,0.27431091804894675
46,0.0,46.0,0.0,46.0,e2,X-Phos,nA,0.7289375568068931
47,0.0,47.0,0.0,47.0,e7,P(fur)3,nD,0.371885023964237
48,0.0,48.0,0.0,48.0,e5,tBPh-CPhos,nG,0.3364545940088557
49,0.0,49.0,0.0,49.0,e1,Ph-PhenCar-Phos,nC,0.12082905001684137
50,0.0,50.0,0.0,50.0,e4,Cy-BippyPhos,nC,0.45425693534735095
51,0.0,51.0,0.0,51.0,e4,A-caPhos,nI,0.026305895987815804
52,0.0,52.0,0.0,52.0,e3,A-caPhos,nB,0.12487445849811245
53,0.0,53.0,0.0,53.0,e2,"P(3,5-CF3-Ph)3",nI,0.7101552221676866
54,0.0,54.0,0.0,54.0,e1,Et-PhenCar-Phos,nA,0.5211070217161989
55,0.0,55.0,0.0,55.0,e5,Cy-vBRIDP,nD,0.7161030534920702
56,0.0,56.0,0.0,56.0,e10,Cy-vBRIDP,nG,0.3608953345580712
57,0.0,57.0,0.0,57.0,e5,Cy-vBRIDP,nB,0.24691256669659825
58,0.0,58.0,0.0,58.0,e2,PCy3 HBF4,nF,0.06006001678298359
59,0.0,59.0,0.0,59.0,e7,CX-PICy,nC,0.5896946040296001
60,0.0,60.0,0.0,60.0,e7,Cy-DavePhos,nI,0.2468203134373269
61,0.0,61.0,0.0,61.0,e4,X-Phos,nF,0.075113393769907
62,0.0,62.0,0.0,62.0,e3,PPhtBu2,nD,0.6677531336144049
63,0.0,63.0,0.0,63.0,e2,PPh3,nI,0.5983316480220364
64,0.0,64.0,0.0,64.0,e10,"P(3,5-CF3-Ph)3",nI,0.941711710784077
65,0.0,65.0,0.0,65.0,e2,"P(3,5-CF3-Ph)3",nC,0.5485762544154528
66,0.0,66.0,0.0,66.0,e5,Cy-DavePhos,nC,0.6945846341087276
67,0.0,67.0,0.0,67.0,e5,tBPh-CPhos,nB,0.28432749904894056
68,0.0,68.0,0.0,68.0,e10,X-Phos,nA,0.70292121771995
69,0.0,69.0,0.0,69.0,e9,CX-PICy,nI,0.5796467982779039
70,0.0,70.0,0.0,70.0,e3,Et-PhenCar-Phos,nA,0.6402198562439387
71,0.0,71.0,0.0,71.0,e1,JackiePhos,nB,0.15130453997269813
72,0.0,72.0,0.0,72.0,e1,CX-PICy,nG,0.10103394714922777
73,0.0,73.0,0.0,73.0,e9,"P(3,5-CF3-Ph)3",nD,0.44318159981050437
74,0.0,74.0,0.0,74.0,e3,PPh3,nC,0.5766867841866626
75,0.0,75.0,0.0,75.0,e3,PPhtBu2,nF,0.8177480761316681
76,0.0,76.0,0.0,76.0,e7,tBPh-CPhos,nC,0.6575510344081796
77,0.0,77.0,0.0,77.0,e10,Cy-DavePhos,nI,0.7834423636635293
78,0.0,78.0,0.0,78.0,e2,CX-PICy,nF,0.35525432440321075
79,0.0,79.0,0.0,79.0,e3,Cy-BippyPhos,nB,0.2278488766711775
80,0.0,80.0,0.0,80.0,e7,"P(3,5-CF3-Ph)3",nC,0.37358571629078485
81,0.0,81.0,0.0,81.0,e2,Cy-BippyPhos,nD,0.899766462439471
82,0.0,82.0,0.0,82.0,e9,Et-PhenCar-Phos,nF,0.7233050105292524
83,0.0,83.0,0.0,83.0,e1,Cy-DavePhos,nI,0.007578802183845745
84,0.0,84.0,0.0,84.0,e1,Et-PhenCar-Phos,nC,0.13162928317129613
85,0.0,85.0,0.0,85.0,e5,MeO-KITPHOS,nC,0.6524320098130438
86,0.0,86.0,0.0,86.0,e9,PnBu3 HBF4,nB,0.05641430852865334
87,0.0,87.0,0.0,87.0,e1,"P(3,5-CF3-Ph)3",nE,0.02574746723401784
88,0.0,88.0,0.0,88.0,e4,tBPh-CPhos,nC,0.29898547506383855
89,0.0,89.0,0.0,89.0,e5,X-Phos,nC,0.7137664796412143
90,0.0,90.0,0.0,90.0,e10,Et-PhenCar-Phos,nG,0.4986371729738086
91,0.0,91.0,0.0,91.0,e5,PPh3,nC,0.8123421522885619
92,0.0,92.0,0.0,92.0,e4,X-Phos,nE,0.0
93,0.0,93.0,0.0,93.0,e5,MeO-KITPHOS,nG,0.5037716636607265
94,0.0,94.0,0.0,94.0,e5,PPhMe2,nB,0.33576273461927086
95,0.0,95.0,0.0,95.0,e4,CgMe-PPh,nE,0.0309977877786149
96,0.0,96.0,0.0,96.0,e3,"P(3,5-CF3-Ph)3",nD,0.5723115602287895
97,0.0,97.0,0.0,97.0,e7,PCy3 HBF4,nD,0.14803355669666612
98,0.0,98.0,0.0,98.0,e3,PPhMe2,nE,0.20156383963737273
99,0.0,99.0,0.0,99.0,e4,PPh3,nE,0.0
100,0.0,100.0,0.0,100.0,e4,Ph-PhenCar-Phos,nA,0.0
101,0.0,101.0,0.0,101.0,e3,PPh3,nE,0.056276657784168405
102,0.0,102.0,0.0,102.0,e7,Cy-BippyPhos,nI,0.8044666768394777
103,0.0,103.0,0.0,103.0,e4,PnBu3 HBF4,nC,0.0
104,0.0,104.0,0.0,104.0,e5,Cy-BippyPhos,nF,0.5547253517877193
105,0.0,105.0,0.0,105.0,e1,P(fur)3,nC,0.13064801328706593
106,0.0,106.0,0.0,106.0,e2,Et-PhenCar-Phos,nE,0.039995288671309644
107,0.0,107.0,0.0,107.0,e4,PPh2Me,nF,0.0800684130861383
108,0.0,108.0,0.0,108.0,e9,Ph-PhenCar-Phos,nD,0.6767072029805355
109,0.0,109.0,0.0,109.0,e3,P(o-Anis)3,nI,0.03740072259651408
110,0.0,110.0,0.0,110.0,e4,CX-FBu,nG,0.020464891268564923
111,0.0,111.0,0.0,111.0,e7,MeO-KITPHOS,nB,0.04698078637689876
112,0.0,112.0,0.0,112.0,e7,tBPh-CPhos,nA,0.42655708759840044
113,0.0,113.0,0.0,113.0,e10,Kwong,nD,0.9695200020757685
114,0.0,114.0,0.0,114.0,e1,"P(3,5-CF3-Ph)3",nD,0.1717712180634414
115,0.0,115.0,0.0,115.0,e9,PCy3 HBF4,nI,0.5233205929895026
116,0.0,116.0,0.0,116.0,e2,PPhtBu2,nA,0.8784588854057418
117,0.0,117.0,0.0,117.0,e3,P(fur)3,nA,0.16816044846520725
118,0.0,118.0,0.0,118.0,e2,Cy-vBRIDP,nI,0.6880605476764962
119,0.0,119.0,0.0,119.0,e9,Kwong,nE,0.16023618350267255
120,0.0,120.0,0.0,120.0,e1,PPhtBu2,nE,0.04945600408311233
121,0.0,121.0,0.0,121.0,e9,PPhtBu2,nA,0.22969981648958007
122,0.0,122.0,0.0,122.0,e2,Kwong,nC,0.5542025006813295
123,0.0,123.0,0.0,123.0,e10,Cy-BippyPhos,nD,1.0
124,0.0,124.0,0.0,124.0,e2,CX-PICy,nC,0.311164980503549
125,0.0,125.0,0.0,125.0,e3,X-Phos,nF,0.8295848550156448
126,0.0,126.0,0.0,126.0,e4,Kwong,nE,0.0
127,0.0,127.0,0.0,127.0,e4,Cy-DavePhos,nG,0.04776203346339624
128,0.0,128.0,0.0,128.0,e1,CgMe-PPh,nA,0.6945948510850428
129,0.0,129.0,0.0,129.0,e10,Cy-BippyPhos,nI,0.8194571896084138
130,0.0,130.0,0.0,130.0,e5,A-caPhos,nI,0.4554510371693582
131,0.0,131.0,0.0,131.0,e4,X-Phos,nC,0.34258955436774835
132,0.0,132.0,0.0,132.0,e3,Cy-vBRIDP,nC,0.48120632702460653
133,0.0,133.0,0.0,133.0,e2,PPhtBu2,nF,0.8558293094709153
134,0.0,134.0,0.0,134.0,e1,Et-PhenCar-Phos,nB,0.04532172338475905
135,0.0,135.0,0.0,135.0,e7,Cy-BippyPhos,nE,0.06477068053323384
136,0.0,136.0,0.0,136.0,e3,PPhtBu2,nA,0.3650613273843325
137,0.0,137.0,0.0,137.0,e7,"P(3,5-CF3-Ph)3",nD,0.7248719169293781
138,0.0,138.0,0.0,138.0,e1,tBPh-CPhos,nB,0.13846077071822055
139,0.0,139.0,0.0,139.0,e1,Cy-BippyPhos,nI,0.2211067826223972
140,0.0,140.0,0.0,140.0,e3,X-Phos,nI,0.43402238114543207
141,0.0,141.0,0.0,141.0,e9,A-caPhos,nI,0.0
142,0.0,142.0,0.0,142.0,e4,PCy3 HBF4,nE,0.014449000330444188
143,0.0,143.0,0.0,143.0,e7,X-Phos,nC,0.7699443054600407
144,0.0,144.0,0.0,144.0,e9,PPh3,nA,0.4432722730662406
