,num_sims,round,experiment,horizon,activator_name,base_name,nucleophile_id,solvent_name,yield
0,0.0,0.0,0.0,0.0,PFTU,N-methylmorpholine,n6,THF,0.0183
1,0.0,1.0,0.0,1.0,TCFH,1-Methylimidazole,n8,MeCN,0.2028
2,0.0,2.0,0.0,2.0,HATU,Diisopropylethylamine,n5,THF,0.0181
3,0.0,3.0,0.0,3.0,PyBOP,"2,6-Lutidine",n9,MeCN,0.1159
4,0.0,4.0,0.0,4.0,BOP-Cl,"2,6-Lutidine",n10,THF,0.115
5,0.0,5.0,0.0,5.0,TFFH,N-methylmorpholine,n7,THF,0.0604
6,0.0,6.0,0.0,6.0,DPPCl,N-methylmorpholine,n10,THF,0.0092
7,0.0,7.0,0.0,7.0,HOTU,1-Methylimidazole,n10,THF,0.024700000000000003
8,0.0,8.0,0.0,8.0,TCFH,1-Methylimidazole,n6,THF,0.031200000000000002
9,0.0,9.0,0.0,9.0,PyBOP,Diisopropylethylamine,n4,THF,0.0705
10,0.0,10.0,0.0,10.0,BOP-Cl,1-Methylimidazole,n10,THF,0.29760000000000003
11,0.0,11.0,0.0,11.0,TFFH,1-Methylimidazole,n2,MeCN,0.5127
12,0.0,12.0,0.0,12.0,HOTU,Diisopropylethylamine,n8,MeCN,0.1793
13,0.0,13.0,0.0,13.0,PFTU,Diisopropylethylamine,n2,DMF,0.56
14,0.0,14.0,0.0,14.0,HATU,Diisopropylethylamine,n9,DMF,0.38789999999999997
15,0.0,15.0,0.0,15.0,DPPCl,Diisopropylethylamine,n3,MeCN,0.1866
16,0.0,16.0,0.0,16.0,PFTU,Diisopropylethylamine,n7,MeCN,0.252
17,0.0,17.0,0.0,17.0,TFFH,Diisopropylethylamine,n10,DMF,0.013600000000000001
18,0.0,18.0,0.0,18.0,BOP-Cl,"2,6-Lutidine",n1,MeCN,0.0724
19,0.0,19.0,0.0,19.0,HATU,Diisopropylethylamine,n4,MeCN,0.096
20,0.0,20.0,0.0,20.0,TCFH,N-methylmorpholine,n6,DMF,0.14800000000000002
21,0.0,21.0,0.0,21.0,HOTU,N-methylmorpholine,n10,MeCN,0.0139
22,0.0,22.0,0.0,22.0,DPPCl,N-methylmorpholine,n10,DMF,0.008199999999999999
23,0.0,23.0,0.0,23.0,PyBOP,N-methylmorpholine,n7,MeCN,0.1263
24,0.0,24.0,0.0,24.0,PFTU,1-Methylimidazole,n3,DMF,0.1204
25,0.0,25.0,0.0,25.0,TFFH,N-methylmorpholine,n6,THF,0.026099999999999998
26,0.0,26.0,0.0,26.0,HATU,1-Methylimidazole,n5,MeCN,0.0629
27,0.0,27.0,0.0,27.0,BOP-Cl,Diisopropylethylamine,n2,MeCN,0.4083
28,0.0,28.0,0.0,28.0,TCFH,"2,6-Lutidine",n3,THF,0.3614
29,0.0,29.0,0.0,29.0,PyBOP,"2,6-Lutidine",n1,THF,0.1561
30,0.0,30.0,0.0,30.0,HOTU,1-Methylimidazole,n3,MeCN,0.3274
31,0.0,31.0,0.0,31.0,DPPCl,Diisopropylethylamine,n8,MeCN,0.1521
32,0.0,32.0,0.0,32.0,PFTU,Diisopropylethylamine,n10,MeCN,0.2908
33,0.0,33.0,0.0,33.0,BOP-Cl,1-Methylimidazole,n6,DMF,0.04019999999999999
34,0.0,34.0,0.0,34.0,TCFH,N-methylmorpholine,n9,THF,0.2798
35,0.0,35.0,0.0,35.0,TFFH,Diisopropylethylamine,n5,THF,0.1038
36,0.0,36.0,0.0,36.0,HATU,Diisopropylethylamine,n3,DMF,0.5109
37,0.0,37.0,0.0,37.0,HOTU,N-methylmorpholine,n2,DMF,0.5448
38,0.0,38.0,0.0,38.0,PyBOP,N-methylmorpholine,n3,MeCN,0.053399999999999996
39,0.0,39.0,0.0,39.0,PFTU,N-methylmorpholine,n9,DMF,0.0377
40,0.0,40.0,0.0,40.0,DPPCl,1-Methylimidazole,n6,MeCN,0.0236
41,0.0,41.0,0.0,41.0,HOTU,Diisopropylethylamine,n10,MeCN,0.3353
42,0.0,42.0,0.0,42.0,HATU,"2,6-Lutidine",n3,MeCN,0.06
43,0.0,43.0,0.0,43.0,TCFH,"2,6-Lutidine",n4,THF,0.0542
44,0.0,44.0,0.0,44.0,BOP-Cl,1-Methylimidazole,n10,DMF,0.033
45,0.0,45.0,0.0,45.0,TFFH,N-methylmorpholine,n2,MeCN,0.46340000000000003
46,0.0,46.0,0.0,46.0,HOTU,1-Methylimidazole,n6,DMF,0.019299999999999998
47,0.0,47.0,0.0,47.0,PFTU,"2,6-Lutidine",n4,MeCN,0.0127
48,0.0,48.0,0.0,48.0,PyBOP,1-Methylimidazole,n8,MeCN,0.1776
49,0.0,49.0,0.0,49.0,TFFH,"2,6-Lutidine",n6,MeCN,0.016200000000000003
50,0.0,50.0,0.0,50.0,HATU,N-methylmorpholine,n7,MeCN,0.19
51,0.0,51.0,0.0,51.0,DPPCl,N-methylmorpholine,n3,MeCN,0.5146999999999999
52,0.0,52.0,0.0,52.0,TCFH,Diisopropylethylamine,n8,MeCN,0.0984
53,0.0,53.0,0.0,53.0,BOP-Cl,"2,6-Lutidine",n8,DMF,0.3956
54,0.0,54.0,0.0,54.0,DPPCl,"2,6-Lutidine",n6,DMF,0.016200000000000003
55,0.0,55.0,0.0,55.0,HOTU,1-Methylimidazole,n10,DMF,0.0696
56,0.0,56.0,0.0,56.0,PyBOP,"2,6-Lutidine",n6,DMF,0.009399999999999999
57,0.0,57.0,0.0,57.0,BOP-Cl,"2,6-Lutidine",n3,THF,0.0044
58,0.0,58.0,0.0,58.0,HATU,"2,6-Lutidine",n3,THF,0.006500000000000001
59,0.0,59.0,0.0,59.0,PFTU,N-methylmorpholine,n5,MeCN,0.0195
60,0.0,60.0,0.0,60.0,TFFH,1-Methylimidazole,n5,DMF,0.26940000000000003
61,0.0,61.0,0.0,61.0,TCFH,N-methylmorpholine,n5,THF,0.26649999999999996
62,0.0,62.0,0.0,62.0,DPPCl,N-methylmorpholine,n2,DMF,0.5584
63,0.0,63.0,0.0,63.0,HOTU,N-methylmorpholine,n8,THF,0.253
64,0.0,64.0,0.0,64.0,DPPCl,N-methylmorpholine,n6,THF,0.0146
65,0.0,65.0,0.0,65.0,TFFH,"2,6-Lutidine",n6,DMF,0.0302
66,0.0,66.0,0.0,66.0,TCFH,1-Methylimidazole,n2,THF,0.6117
67,0.0,67.0,0.0,67.0,PyBOP,N-methylmorpholine,n5,THF,0.0053
68,0.0,68.0,0.0,68.0,BOP-Cl,Diisopropylethylamine,n10,MeCN,0.0604
69,0.0,69.0,0.0,69.0,TCFH,Diisopropylethylamine,n7,MeCN,0.2952
70,0.0,70.0,0.0,70.0,HATU,"2,6-Lutidine",n5,DMF,0.022099999999999998
71,0.0,71.0,0.0,71.0,PFTU,N-methylmorpholine,n7,THF,0.0219
72,0.0,72.0,0.0,72.0,HOTU,1-Methylimidazole,n1,MeCN,0.0587
73,0.0,73.0,0.0,73.0,TCFH,1-Methylimidazole,n3,MeCN,0.33899999999999997
74,0.0,74.0,0.0,74.0,TFFH,Diisopropylethylamine,n6,MeCN,0.0126
75,0.0,75.0,0.0,75.0,DPPCl,"2,6-Lutidine",n10,DMF,0.0088
76,0.0,76.0,0.0,76.0,BOP-Cl,N-methylmorpholine,n1,DMF,0.1555
77,0.0,77.0,0.0,77.0,HATU,1-Methylimidazole,n2,THF,0.6202000000000001
78,0.0,78.0,0.0,78.0,TCFH,1-Methylimidazole,n7,DMF,0.2829
79,0.0,79.0,0.0,79.0,PyBOP,1-Methylimidazole,n4,MeCN,0.2114
80,0.0,80.0,0.0,80.0,PFTU,N-methylmorpholine,n3,DMF,0.17190000000000003
81,0.0,81.0,0.0,81.0,HATU,Diisopropylethylamine,n10,DMF,0.0518
82,0.0,82.0,0.0,82.0,HOTU,"2,6-Lutidine",n4,THF,0.08539999999999999
83,0.0,83.0,0.0,83.0,TCFH,Diisopropylethylamine,n8,THF,0.2158
84,0.0,84.0,0.0,84.0,BOP-Cl,1-Methylimidazole,n2,THF,0.3759
85,0.0,85.0,0.0,85.0,PyBOP,1-Methylimidazole,n3,THF,0.15259999999999999
86,0.0,86.0,0.0,86.0,TFFH,Diisopropylethylamine,n4,MeCN,0.0849
87,0.0,87.0,0.0,87.0,PFTU,"2,6-Lutidine",n2,DMF,0.4509
88,0.0,88.0,0.0,88.0,DPPCl,"2,6-Lutidine",n10,MeCN,0.1092
89,0.0,89.0,0.0,89.0,HATU,"2,6-Lutidine",n4,MeCN,0.2321
90,0.0,90.0,0.0,90.0,BOP-Cl,1-Methylimidazole,n8,THF,0.3502
91,0.0,91.0,0.0,91.0,PFTU,1-Methylimidazole,n2,THF,0.5997
92,0.0,92.0,0.0,92.0,PFTU,Diisopropylethylamine,n4,DMF,0.0762
93,0.0,93.0,0.0,93.0,HOTU,1-Methylimidazole,n9,DMF,0.25429999999999997
94,0.0,94.0,0.0,94.0,TCFH,Diisopropylethylamine,n9,THF,0.1067
95,0.0,95.0,0.0,95.0,BOP-Cl,N-methylmorpholine,n9,THF,0.1957
96,1.0,0.0,0.0,0.0,PFTU,"2,6-Lutidine",n5,THF,0.0111
97,1.0,1.0,0.0,1.0,TCFH,N-methylmorpholine,n5,THF,0.26649999999999996
98,1.0,2.0,0.0,2.0,HATU,N-methylmorpholine,n4,MeCN,0.1158
99,1.0,3.0,0.0,3.0,PyBOP,Diisopropylethylamine,n1,MeCN,0.13369999999999999
100,1.0,4.0,0.0,4.0,BOP-Cl,Diisopropylethylamine,n2,DMF,0.0318
101,1.0,5.0,0.0,5.0,TFFH,"2,6-Lutidine",n1,THF,0.0045000000000000005
102,1.0,6.0,0.0,6.0,DPPCl,1-Methylimidazole,n3,DMF,0.3062
103,1.0,7.0,0.0,7.0,HOTU,1-Methylimidazole,n5,DMF,0.14150000000000001
104,1.0,8.0,0.0,8.0,DPPCl,"2,6-Lutidine",n4,THF,0.0679
105,1.0,9.0,0.0,9.0,TCFH,"2,6-Lutidine",n6,MeCN,0.0159
106,1.0,10.0,0.0,10.0,HOTU,"2,6-Lutidine",n1,MeCN,0.0046
107,1.0,11.0,0.0,11.0,PyBOP,1-Methylimidazole,n3,MeCN,0.1815
108,1.0,12.0,0.0,12.0,HATU,Diisopropylethylamine,n6,DMF,0.04
109,1.0,13.0,0.0,13.0,BOP-Cl,Diisopropylethylamine,n7,THF,0.6288
110,1.0,14.0,0.0,14.0,PFTU,1-Methylimidazole,n6,MeCN,0.0256
111,1.0,15.0,0.0,15.0,TFFH,"2,6-Lutidine",n5,MeCN,0.0688
112,1.0,16.0,0.0,16.0,BOP-Cl,1-Methylimidazole,n10,DMF,0.033
