,num_sims,round,experiment,horizon,activator_name,base_name,nucleophile_id,solvent_name,yield
0,0.0,0.0,0.0,0.0,PFTU,"2,6-Lutidine",n9,THF,0.014832724175393924
1,0.0,1.0,0.0,1.0,TCFH,N-methylmorpholine,n7,MeCN,0.7480090457806172
2,0.0,2.0,0.0,2.0,HATU,1-Methylimidazole,n3,THF,0.31437776261021977
3,0.0,3.0,0.0,3.0,PyBOP,N-methylmorpholine,n8,MeCN,0.17232419057216028
4,0.0,4.0,0.0,4.0,BOP-Cl,N-methylmorpholine,n5,DMF,0.2547188737312958
5,0.0,5.0,0.0,5.0,TFFH,N-methylmorpholine,n6,DMF,0.029730014809919963
6,0.0,6.0,0.0,6.0,DPPCl,1-Methylimidazole,n1,DMF,0.13031174867664908
7,0.0,7.0,0.0,7.0,HOTU,1-Methylimidazole,n8,MeCN,0.13059719482397208
8,0.0,8.0,0.0,8.0,TCFH,1-Methylimidazole,n1,DMF,0.3607515861898712
9,0.0,9.0,0.0,9.0,TCFH,Diisopropylethylamine,n5,DMF,0.0
10,0.0,10.0,0.0,10.0,HATU,1-Methylimidazole,n4,MeCN,0.19006102629799876
11,0.0,11.0,0.0,11.0,BOP-Cl,Diisopropylethylamine,n3,THF,0.12255690339903705
12,0.0,12.0,0.0,12.0,PyBOP,"2,6-Lutidine",n6,THF,0.017600057582159725
13,0.0,13.0,0.0,13.0,HOTU,"2,6-Lutidine",n1,DMF,0.01033015927796335
14,0.0,14.0,0.0,14.0,DPPCl,"2,6-Lutidine",n6,THF,0.030580919127991556
15,0.0,15.0,0.0,15.0,TCFH,N-methylmorpholine,n5,DMF,0.06562362381598388
16,0.0,16.0,0.0,16.0,TFFH,Diisopropylethylamine,n6,MeCN,0.030638200356212137
17,0.0,17.0,0.0,17.0,PFTU,"2,6-Lutidine",n4,DMF,0.037446534415527484
18,0.0,18.0,0.0,18.0,HATU,"2,6-Lutidine",n8,DMF,0.27552586540848867
19,0.0,19.0,0.0,19.0,BOP-Cl,N-methylmorpholine,n1,THF,0.3972685392900997
20,0.0,20.0,0.0,20.0,HATU,1-Methylimidazole,n7,MeCN,0.48628489298400185
21,0.0,21.0,0.0,21.0,BOP-Cl,Diisopropylethylamine,n6,THF,0.04551270920789625
22,0.0,22.0,0.0,22.0,HATU,Diisopropylethylamine,n3,MeCN,0.3319731008635704
23,0.0,23.0,0.0,23.0,TCFH,"2,6-Lutidine",n7,DMF,0.3868453249766183
24,0.0,24.0,0.0,24.0,HATU,Diisopropylethylamine,n8,MeCN,0.15176710301411908
25,0.0,25.0,0.0,25.0,TCFH,Diisopropylethylamine,n4,MeCN,0.43256124362341053
26,0.0,26.0,0.0,26.0,PyBOP,Diisopropylethylamine,n4,THF,0.09438664272239464
27,0.0,27.0,0.0,27.0,TCFH,1-Methylimidazole,n9,DMF,0.9511374397105952
28,0.0,28.0,0.0,28.0,TCFH,N-methylmorpholine,n5,THF,0.261103169056104
29,0.0,29.0,0.0,29.0,TCFH,1-Methylimidazole,n7,DMF,0.2951465107778849
30,0.0,30.0,0.0,30.0,DPPCl,N-methylmorpholine,n1,DMF,0.4297941533265307
31,0.0,31.0,0.0,31.0,DPPCl,Diisopropylethylamine,n7,THF,0.4920195204336943
32,0.0,32.0,0.0,32.0,DPPCl,N-methylmorpholine,n3,MeCN,0.5192079813765865
33,0.0,33.0,0.0,33.0,DPPCl,N-methylmorpholine,n3,THF,0.45844093544955783
34,0.0,34.0,0.0,34.0,DPPCl,Diisopropylethylamine,n7,DMF,0.252310111421501
35,0.0,35.0,0.0,35.0,TCFH,Diisopropylethylamine,n7,THF,0.3991030863429364
36,0.0,36.0,0.0,36.0,HOTU,Diisopropylethylamine,n9,MeCN,0.048317560032318706
37,0.0,37.0,0.0,37.0,TCFH,Diisopropylethylamine,n7,DMF,0.42224467559665446
38,0.0,38.0,0.0,38.0,DPPCl,N-methylmorpholine,n5,DMF,0.37394031123314725
39,0.0,39.0,0.0,39.0,TCFH,"2,6-Lutidine",n1,DMF,0.09753232261883016
40,0.0,40.0,0.0,40.0,HATU,N-methylmorpholine,n5,MeCN,0.033524857051055165
41,0.0,41.0,0.0,41.0,TFFH,1-Methylimidazole,n10,DMF,0.027655594648112836
42,0.0,42.0,0.0,42.0,DPPCl,"2,6-Lutidine",n3,DMF,0.19833716481471494
43,0.0,43.0,0.0,43.0,PFTU,1-Methylimidazole,n6,DMF,0.09512024511516516
44,0.0,44.0,0.0,44.0,BOP-Cl,Diisopropylethylamine,n2,THF,0.6308129146716407
45,0.0,45.0,0.0,45.0,BOP-Cl,1-Methylimidazole,n6,MeCN,0.029326072144819672
46,0.0,46.0,0.0,46.0,TCFH,"2,6-Lutidine",n9,MeCN,0.35629888693514133
47,0.0,47.0,0.0,47.0,DPPCl,1-Methylimidazole,n6,MeCN,0.01890765659992867
48,0.0,48.0,0.0,48.0,TCFH,1-Methylimidazole,n3,MeCN,0.31633753218324523
49,0.0,49.0,0.0,49.0,BOP-Cl,"2,6-Lutidine",n5,MeCN,0.2964199416286355
50,0.0,50.0,0.0,50.0,TCFH,1-Methylimidazole,n5,MeCN,0.08261308875418467
51,0.0,51.0,0.0,51.0,PyBOP,N-methylmorpholine,n1,MeCN,0.0
52,0.0,52.0,0.0,52.0,HATU,"2,6-Lutidine",n7,DMF,0.4609393661877133
53,0.0,53.0,0.0,53.0,HATU,N-methylmorpholine,n3,THF,0.06337417847734429
54,0.0,54.0,0.0,54.0,BOP-Cl,N-methylmorpholine,n1,MeCN,0.4322084571780237
55,0.0,55.0,0.0,55.0,BOP-Cl,Diisopropylethylamine,n8,MeCN,0.259942820287652
56,0.0,56.0,0.0,56.0,TCFH,"2,6-Lutidine",n6,DMF,0.038733426488166335
57,0.0,57.0,0.0,57.0,HOTU,"2,6-Lutidine",n8,THF,0.3011989124225077
58,0.0,58.0,0.0,58.0,DPPCl,Diisopropylethylamine,n9,MeCN,0.8366555511217042
59,0.0,59.0,0.0,59.0,DPPCl,1-Methylimidazole,n9,DMF,0.5347262226034051
60,0.0,60.0,0.0,60.0,DPPCl,1-Methylimidazole,n4,DMF,0.04851000197380429
61,0.0,61.0,0.0,61.0,DPPCl,"2,6-Lutidine",n4,MeCN,0.06670543018173747
62,0.0,62.0,0.0,62.0,BOP-Cl,"2,6-Lutidine",n4,THF,0.05284213916918292
63,0.0,63.0,0.0,63.0,HOTU,"2,6-Lutidine",n9,THF,0.1456770298607066
64,0.0,64.0,0.0,64.0,PFTU,"2,6-Lutidine",n1,MeCN,0.010311541462073671
65,0.0,65.0,0.0,65.0,DPPCl,N-methylmorpholine,n8,DMF,0.33629838368100434
66,0.0,66.0,0.0,66.0,HATU,"2,6-Lutidine",n9,MeCN,0.20457707374111372
67,0.0,67.0,0.0,67.0,TCFH,"2,6-Lutidine",n2,THF,0.3817648590332653
68,0.0,68.0,0.0,68.0,TCFH,"2,6-Lutidine",n8,THF,0.4794130543219026
69,0.0,69.0,0.0,69.0,TCFH,Diisopropylethylamine,n10,THF,0.4181341198158738
70,0.0,70.0,0.0,70.0,TCFH,Diisopropylethylamine,n6,DMF,0.07995658675208153
71,0.0,71.0,0.0,71.0,DPPCl,Diisopropylethylamine,n3,DMF,0.2680808720425176
72,0.0,72.0,0.0,72.0,TFFH,Diisopropylethylamine,n6,THF,0.029016206805293057
73,0.0,73.0,0.0,73.0,DPPCl,1-Methylimidazole,n10,MeCN,0.1336712798022187
74,0.0,74.0,0.0,74.0,BOP-Cl,"2,6-Lutidine",n9,THF,0.042783016474948775
75,0.0,75.0,0.0,75.0,HATU,N-methylmorpholine,n4,MeCN,0.11365686080142966
76,0.0,76.0,0.0,76.0,TCFH,"2,6-Lutidine",n10,MeCN,0.014935332914927133
77,0.0,77.0,0.0,77.0,HOTU,Diisopropylethylamine,n10,MeCN,0.31289449898486454
78,0.0,78.0,0.0,78.0,DPPCl,N-methylmorpholine,n7,DMF,0.7012813932115454
79,0.0,79.0,0.0,79.0,DPPCl,"2,6-Lutidine",n7,DMF,0.5599021051091038
80,0.0,80.0,0.0,80.0,DPPCl,"2,6-Lutidine",n8,THF,0.3459014367459324
81,0.0,81.0,0.0,81.0,DPPCl,1-Methylimidazole,n7,MeCN,0.4011539724302573
82,0.0,82.0,0.0,82.0,DPPCl,"2,6-Lutidine",n4,DMF,0.038009798722939164
83,0.0,83.0,0.0,83.0,DPPCl,1-Methylimidazole,n2,THF,0.4511454672291404
84,0.0,84.0,0.0,84.0,DPPCl,"2,6-Lutidine",n1,DMF,0.17618423544549436
85,0.0,85.0,0.0,85.0,HOTU,N-methylmorpholine,n7,THF,0.3246542842734453
86,0.0,86.0,0.0,86.0,HOTU,N-methylmorpholine,n2,DMF,0.5525619915535219
87,0.0,87.0,0.0,87.0,HOTU,Diisopropylethylamine,n5,MeCN,0.12572968807190688
88,0.0,88.0,0.0,88.0,HOTU,Diisopropylethylamine,n1,DMF,0.026836211844202807
89,0.0,89.0,0.0,89.0,PyBOP,N-methylmorpholine,n5,DMF,0.006881572102544341
90,0.0,90.0,0.0,90.0,TCFH,N-methylmorpholine,n10,MeCN,0.012424708225673311
91,0.0,91.0,0.0,91.0,DPPCl,Diisopropylethylamine,n6,THF,0.02005127945912636
92,0.0,92.0,0.0,92.0,HATU,N-methylmorpholine,n7,DMF,0.5595664626694269
93,0.0,93.0,0.0,93.0,HATU,N-methylmorpholine,n6,THF,0.024476056935838642
94,0.0,94.0,0.0,94.0,BOP-Cl,1-Methylimidazole,n3,THF,0.07210968159218037
95,0.0,95.0,0.0,95.0,HATU,1-Methylimidazole,n6,DMF,0.03385550512630506
96,0.0,96.0,0.0,96.0,DPPCl,N-methylmorpholine,n3,DMF,0.5202506431166465
97,0.0,97.0,0.0,97.0,DPPCl,"2,6-Lutidine",n2,DMF,0.3419767363987667
98,0.0,98.0,0.0,98.0,DPPCl,N-methylmorpholine,n7,THF,0.6576415000520965
99,0.0,99.0,0.0,99.0,DPPCl,N-methylmorpholine,n9,THF,0.5442219451261784
100,0.0,100.0,0.0,100.0,DPPCl,N-methylmorpholine,n9,MeCN,0.35131504748301157
101,0.0,101.0,0.0,101.0,DPPCl,1-Methylimidazole,n5,DMF,0.07278355166172848
102,0.0,102.0,0.0,102.0,DPPCl,N-methylmorpholine,n4,MeCN,0.056642323174497904
103,0.0,103.0,0.0,103.0,TCFH,N-methylmorpholine,n2,THF,0.3468977213664213
104,0.0,104.0,0.0,104.0,TCFH,Diisopropylethylamine,n3,DMF,0.0
105,0.0,105.0,0.0,105.0,DPPCl,N-methylmorpholine,n6,THF,0.02384137558755749
106,0.0,106.0,0.0,106.0,PFTU,N-methylmorpholine,n5,DMF,0.0
107,0.0,107.0,0.0,107.0,HOTU,1-Methylimidazole,n1,DMF,0.009040706738424388
108,0.0,108.0,0.0,108.0,BOP-Cl,"2,6-Lutidine",n5,DMF,0.3098551996146434
109,0.0,109.0,0.0,109.0,BOP-Cl,Diisopropylethylamine,n1,MeCN,0.3444441872141713
110,0.0,110.0,0.0,110.0,BOP-Cl,1-Methylimidazole,n3,MeCN,0.3631103199634771
111,0.0,111.0,0.0,111.0,BOP-Cl,1-Methylimidazole,n8,DMF,0.30233386876325674
112,0.0,112.0,0.0,112.0,TCFH,N-methylmorpholine,n7,DMF,0.35954806052668326
113,0.0,113.0,0.0,113.0,TCFH,Diisopropylethylamine,n4,THF,0.3315212669281653
114,0.0,114.0,0.0,114.0,DPPCl,Diisopropylethylamine,n8,DMF,0.11285174241508696
115,0.0,115.0,0.0,115.0,TFFH,Diisopropylethylamine,n8,THF,0.07876372928931008
116,0.0,116.0,0.0,116.0,BOP-Cl,1-Methylimidazole,n6,DMF,0.049986503934816316
117,0.0,117.0,0.0,117.0,TCFH,1-Methylimidazole,n4,THF,0.14645816291484068
118,0.0,118.0,0.0,118.0,HATU,"2,6-Lutidine",n3,MeCN,0.0885844372906848
119,0.0,119.0,0.0,119.0,DPPCl,1-Methylimidazole,n2,MeCN,0.5181341534823719
120,0.0,120.0,0.0,120.0,DPPCl,"2,6-Lutidine",n1,MeCN,0.2820717030972756
121,0.0,121.0,0.0,121.0,DPPCl,Diisopropylethylamine,n8,MeCN,0.14235559107602905
122,0.0,122.0,0.0,122.0,TCFH,N-methylmorpholine,n3,THF,0.2775869113431929
123,0.0,123.0,0.0,123.0,TCFH,1-Methylimidazole,n9,THF,0.5892457939188265
124,0.0,124.0,0.0,124.0,TCFH,"2,6-Lutidine",n1,MeCN,0.09620719994824302
125,0.0,125.0,0.0,125.0,DPPCl,"2,6-Lutidine",n9,DMF,0.20186606796771137
126,0.0,126.0,0.0,126.0,TCFH,1-Methylimidazole,n10,MeCN,0.010088195492081389
127,0.0,127.0,0.0,127.0,DPPCl,N-methylmorpholine,n2,MeCN,0.6101616654036088
128,0.0,128.0,0.0,128.0,DPPCl,N-methylmorpholine,n5,MeCN,0.08714379138196698
129,0.0,129.0,0.0,129.0,BOP-Cl,"2,6-Lutidine",n7,MeCN,0.1421141820411878
130,0.0,130.0,0.0,130.0,HATU,Diisopropylethylamine,n4,MeCN,0.10385678312118603
